idx|chapter|sec|no|content|lang
2741|45|13|13|你們也要將我在埃及一切的榮耀和你們所看見的事都告訴我父親，又要趕緊的將我父親搬到我這裡來。|zh
2742|45|13|13|Give my father word of all my glory in Egypt and of all you have seen; and come back quickly with my father.|en
2743|45|14|14|於是約瑟伏在他兄弟便雅憫的頸項上哭，便雅憫也在他的頸項上哭。|zh
2744|45|14|14|Then, weeping, he took Benjamin in his arms, and Benjamin himself was weeping on Joseph's neck.|en
2745|45|15|15|他又與眾弟兄親嘴，抱著他們哭，隨後他弟兄就和他說話。|zh
2746|45|15|15|Then he gave a kiss to all his brothers, weeping over them; and after that his brothers had no fear of talking to him.|en
2747|45|16|16|這風聲傳到法老的宮裡，說：約瑟的弟兄們來了。法老和他的臣僕都很喜歡。|zh
2748|45|16|16|And news of these things went through Pharaoh's house, and it was said that Joseph's brothers were come; and it seemed good to Pharaoh and his servants.|en
2749|45|17|17|法老對約瑟說：你吩咐你的弟兄們說：你們要這樣行：把馱子抬在牲口上，起身往迦南地去。|zh
2750|45|17|17|And Pharaoh said to Joseph, Say to your brothers, Put your goods on your beasts and go back to the land of Canaan;|en
2751|45|18|18|將你們的父親和你們的眷屬都搬到我這裡來，我要把埃及地的美物賜給你們，你們也要吃這地肥美的出產。|zh
2752|45|18|18|And get your father and your families and come back to me: and I will give you all the good things of Egypt, and the fat of the land will be your food.|en
2753|45|19|19|現在我吩咐你們要這樣行：從埃及地帶著車輛去，把你們的孩子和妻子，並你們的父親都搬來。|zh
2754|45|19|19|And say to them, This you are to do: take carts from the land of Egypt for your little ones and for your wives, and get your father and come back.|en
2755|45|20|20|你們眼中不要愛惜你們的家具，因為埃及全地的美物都是你們的。|zh
2756|45|20|20|And take no thought for your goods, for the best of all the land of Egypt is yours.|en
2757|45|21|21|以色列的兒子們就如此行。約瑟照著法老的吩咐給他們車輛和路上用的食物，|zh
2758|45|21|21|And the children of Israel did as he said; and Joseph gave them carts as had been ordered by Pharaoh, and food for their journey.|en
2759|45|22|22|又給他們各人一套衣服，惟獨給便雅憫三百銀子，五套衣服；|zh
2760|45|22|22|To every one of them he gave three changes of clothing; but to Benjamin he gave three hundred bits of silver and five changes of clothing.|en
2761|45|23|23|送給他父親公驢十匹，馱著埃及的美物，母驢十匹，馱著糧食與餅和菜，為他父親路上用。|zh
2762|45|23|23|And to his father he sent ten asses with good things from Egypt on their backs, and ten she-asses with grain and bread and food for his father on the journey.|en
2763|45|24|24|於是約瑟打發他弟兄們回去，又對他們說：你們不要在路上相爭。|zh
2764|45|24|24|And he sent his brothers on their way, and said to them, See that you have no argument on the road.|en
2765|45|25|25|他們從埃及上去，來到迦南地、他們的父親雅各那裡，|zh
2766|45|25|25|So they went up from Egypt and came to the land of Canaan, to their father Jacob.|en
2767|45|26|26|告訴他說：約瑟還在，並且作埃及全地的宰相。雅各心裡冰涼，因為不信他們。|zh
2768|45|26|26|And they said to him, Joseph is living, and is ruler over all the land of Egypt. And at this word Jacob was quite overcome, for he had no faith in it.|en
2769|45|27|27|他們便將約瑟對他們說的一切話都告訴了他。他們父親雅各又看見約瑟打發來接他的車輛，心就甦醒了。|zh
2770|45|27|27|And they gave him an account of everything Joseph had said to them; and when he saw the carts which Joseph had sent for them, his spirit came back to him:|en
2771|45|28|28|以色列說：罷了！罷了！我的兒子約瑟還在，趁我未死以先，我要去見他一面。|zh
2772|45|28|28|And Israel said, It is enough: Joseph my son is still living; I will go and see him before my death.|en
2773|46|1|1|以色列帶著一切所有的，起身來到別是巴，就獻祭給他父親以撒的神。|zh
2774|46|1|1|And Israel went on his journey with all he had, and came to Beer-sheba, where he made offerings to the God of his father Isaac.|en
2775|46|2|2|夜間，神在異象中對以色列說：雅各！雅各！他說：我在這裡。|zh
2776|46|2|2|And God said to Israel in a night-vision, Jacob, Jacob. And he said, Here am I.|en
2777|46|3|3|神說：我是神，就是你父親的神。你下埃及去不要害怕，因為我必使你在那裡成為大族。|zh
2778|46|3|3|And he said, I am God, the God of your father: go down to Egypt without fear, for I will make a great nation of you there:|en
2779|46|4|4|我要和你同下埃及去，也必定帶你上來；約瑟必給你送終(原文作將手按在你的眼睛上)。|zh
2780|46|4|4|I will go down with you to Egypt, and I will see that you come back again, and at your death Joseph will put his hands on your eyes.|en
2781|46|5|5|雅各就從別是巴起行。以色列的兒子們使他們的父親雅各和他們的妻子、兒女都坐在法老為雅各送來的車上。|zh
2782|46|5|5|Then Jacob went on from Beer-sheba; and the sons of Jacob took their father and their little ones and their wives in the carts which Pharaoh had sent for them.|en
2783|46|6|6|他們又帶著迦南地所得的牲畜、貨財來到埃及。雅各和他的一切子孫都一同來了，|zh
2784|46|6|6|And they took their cattle and all the goods which they had got in the land of Canaan, and came to Egypt, even Jacob and all his seed:|en
2785|46|7|7|雅各把他的兒子、孫子、女兒、孫女，並他的子子孫孫，一同帶到埃及。|zh
2786|46|7|7|His sons and his sons' sons, his daughters and his daughters' sons and all his family he took with him into Egypt.|en
2787|46|8|8|來到埃及的以色列人名字記在下面。雅各和他的兒孫：雅各的長子是流便。|zh
2788|46|8|8|And these are the names of the children of Israel who came into Egypt, even Jacob and all his sons: Reuben, Jacob's oldest son;|en
2789|46|9|9|流便的兒子是哈諾、法路、希斯倫、迦米。|zh
2790|46|9|9|And the sons of Reuben: Hanoch and Pallu and Hezron and Carmi;|en
2791|46|10|10|西緬的兒子是耶母利、雅憫、阿轄、雅斤、瑣轄，還有迦南女子所生的掃羅。|zh
2792|46|10|10|And the sons of Simeon: Jemuel and Jamin and Ohad and Jachin and Zohar and Shaul, the son of a woman of Canaan;|en
2793|46|11|11|利未的兒子是革順、哥轄、米拉利。|zh
2794|46|11|11|And the sons of Levi: Gershon, Kohath, and Merari;|en
2795|46|12|12|猶大的兒子是珥、俄南、示拉、法勒斯、謝拉；惟有珥與俄南死在迦南地。法勒斯的兒子是希斯倫、哈母勒。|zh
2796|46|12|12|And the sons of Judah: Er and Onan and Shelah and Perez and Zerah: but Er and Onan had come to their death in the land of Canaan; and the sons of Perez were Hezron and Hamul.|en
2797|46|13|13|以薩迦的兒子是陀拉、普瓦、約伯、伸崙。|zh
2798|46|13|13|And the sons of Issachar: Tola and Puah and Job and Shimron;|en
2799|46|14|14|西布倫的兒子是西烈、以倫、雅利。|zh
2800|46|14|14|And the sons of Zebulun: Sered and Elon and Jahleel;|en
2801|46|15|15|這是利亞在巴旦亞蘭給雅各所生的兒子，還在女兒底拿。兒孫共三十三人。|zh
2802|46|15|15|All these, together with his daughter Dinah, were the children of Leah, whom Jacob had by her in Paddan-aram; they were thirty-three in number.|en
2803|46|16|16|迦得的兒子是洗非芸、哈基、書尼、以斯本、以利、亞羅底、亞列利。|zh
2804|46|16|16|And the sons of Gad: Ziphion and Haggi, Shuni and Ezbon, Eri and Arodi and Areli;|en
2805|46|17|17|亞設的兒子是音拿、亦施瓦、亦施韋、比利亞，還有他們的妹子西拉。比利亞的兒子是希別、瑪結。|zh
2806|46|17|17|And the sons of Asher: Jimnah and Ishvah and Ishvi and Beriah, and Sarah, their sister; and the sons of Beriah: Heber and Malchiel.|en
2807|46|18|18|這是拉班給他女兒利亞的婢女悉帕從雅各所生的兒孫，共有十六人。|zh
2808|46|18|18|These are the children of Zilpah, whom Laban gave to his daughter Leah, and Jacob had these sixteen children by her.|en
2809|46|19|19|雅各之妻拉結的兒子是約瑟和便雅憫。|zh
2810|46|19|19|The sons of Jacob's wife Rachel: Joseph and Benjamin.|en
2811|46|20|20|約瑟在埃及地生了瑪拿西和以法蓮，就是安城的祭司波提非拉的女兒亞西納給約瑟生的。|zh
2812|46|20|20|And Joseph had Manasseh and Ephraim in the land of Egypt, by Asenath, the daughter of Poti-phera, priest of On.|en
2813|46|21|21|便雅憫的兒子是比拉、比結、亞實別、基拉、乃幔、以希、羅實、母平、戶平、亞勒。|zh
2814|46|21|21|And the sons of Benjamin were Belah and Becher and Ashbel, Gera and Naaman, Ehi and Rosh, Muppim and Huppim and Ard.|en
2815|46|22|22|這是拉結給雅各所生的兒孫，共有十四人。|zh
2816|46|22|22|All these were the children of Rachel whom Jacob had by her, fourteen persons.|en
2817|46|23|23|但的兒子是戶伸。|zh
2818|46|23|23|And the son of Dan was Hushim.|en
2819|46|24|24|拿弗他利的兒子是雅薛、沽尼、耶色、示冷。|zh
2820|46|24|24|And the sons of Naphtali: Jahzeel and Guni and Jezer and Shillem.|en
2821|46|25|25|這是拉班給他女兒拉結的婢女辟拉從雅各所生的兒孫，共有七人。|zh
